start_t,stop_t,server_id,player_a,player_b,key,meta,count
40320,40321, 4fe339901dbf9d0d7500003d, 006a1faee1bb2d04752ba905b3ab0cc09eac3f00, , BlockBreak, GRASS,2
40320,40321, 4fe339901dbf9d0d7500003d, 1891779b0c3c60254ef405c315d30f5f5a118361, , BlockBreak, GLASS,2
40320,40321, 4fe339901dbf9d0d7500003d, 1891779b0c3c60254ef405c315d30f5f5a118361, , BlockBreak, SMOOTH_BRICK,2
40320,40321, 4fe339901dbf9d0d7500003d, 2804bb2f4e5a5274a158164ad3e4f1d57da153b6, , BlockBreak, GLOWSTONE,2
40320,40321, 4fe339901dbf9d0d7500003d, 6fa134629b6235dc40bc8585c069b4dcfdfe5e28, , BlockBreak, THIN_GLASS,2
40320,40321, 4fe339901dbf9d0d7500003d, 7b46b1a7e253fdecb20510799d880cf197894efc, , BlockBreak, SMOOTH_BRICK,2
40320,40321, 4fe339901dbf9d0d7500003d, e979e33155dc218dd4ae1df9d038ef66dabf6217, , BlockBreak, LAPIS_BLOCK,2
40320,40321, 506ae0a41dbf9dc361000005, 01c1fbf7a1e8fa406a5e6b809141b856e09217fc, , BlockBreak, COAL_ORE,2
40320,40321, 506ae0a41dbf9dc361000005, 1953af9c7e034d7a261d2b2352bc5aad8b93525f, , BlockBreak, GRAVEL,2
40320,40321, 506ae0a41dbf9dc361000005, 270052eb7a9fd89aad87f5210c3cd473ecfa3bbb, , BlockBreak, GRAVEL,2
40320,40321, 506ae0a41dbf9dc361000005, 4e9b94ee2a0ffed3dd1701e025d6592505bddf98, , BlockBreak, LOG,2
40320,40321, 506ae0a41dbf9dc361000005, 89c946ba45e86ed1779b155a15083b8a696c547e, , BlockBreak, LOG,2
40320,40321, 506ae0a41dbf9dc361000005, a93911bb28907fc4f436dd122800a9f06e322b34, , BlockBreak, GRAVEL,2
40320,40321, 506ae0a41dbf9dc361000005, c0fa29a2f74eab2e2e3701ece3481d95e4d826a0, , BlockBreak, GRAVEL,2
40320,40321, 50989f1b1dbf9d412a000004, 82af578f7a1420afd84f1153263c0c83a9765bfb, , BlockBreak, DIRT,2
40320,40321, 50989f1b1dbf9d412a000004, 8d37f6ffb2853dfd01f3e10ef78ef2d318ed79fc, , BlockBreak, DIRT,2
40320,40321, 50989f1b1dbf9d412a000004, de8d00d53ca34d4f25b712d9cf282b93f98b6255, , BlockBreak, DIRT,2
40320,40321, 50989f1b1dbf9d412a000004, de8d00d53ca34d4f25b712d9cf282b93f98b6255, , BlockBreak, THIN_GLASS,2
40320,40321, 509fb8211dbf9d6b7e000004, 10a9954b398222e17350b9d951214d9269e830c5, , BlockBreak, STONE,2
40320,40321, 509fb8211dbf9d6b7e000004, 13caf0d46dd234b02773e16209e03609ab6394d4, , BlockBreak, OTHER,2
40320,40321, 509fb8211dbf9d6b7e000004, 1bf1f9e744a2c5cb830a2865ef6affd4431bd078, , BlockBreak, COAL_ORE,2
40320,40321, 509fb8211dbf9d6b7e000004, 2a95d538c48e107b43d3061331bcdbd363f166cb, , BlockBreak, COBBLESTONE,2
40320,40321, 509fb8211dbf9d6b7e000004, 33d5e46111e2617b885a0363b4dfb01dc67f371e, , BlockBreak, DIAMOND_ORE,2
40320,40321, 509fb8211dbf9d6b7e000004, 39d490107343c1252c1369cadde59bb81b0a4b0e, , BlockBreak, DIRT,2
40320,40321, 509fb8211dbf9d6b7e000004, 3e3f1e08ab510a7e5d35683d91bb9aea6affa343, , BlockBreak, IRON_ORE,2
40320,40321, 509fb8211dbf9d6b7e000004, 44f90d271404095f5639586c21d72571bfbbb3db, , BlockBreak, COBBLESTONE,2
40320,40321, 509fb8211dbf9d6b7e000004, 44f90d271404095f5639586c21d72571bfbbb3db, , BlockBreak, GRAVEL,2
40320,40321, 509fb8211dbf9d6b7e000004, 4bb3e9eee1520bc78ce138194dc001768b52f09d, , BlockBreak, GRAVEL,2
40320,40321, 509fb8211dbf9d6b7e000004, 5b362b4acbe4cdda8106f94872d7c37c5f7a62c0, , BlockBreak, COBBLESTONE,2
40320,40321, 509fb8211dbf9d6b7e000004, 68799d0fb8619f6027625da21e6fd46edf290a17, , BlockBreak, LAPIS_ORE,2
40320,40321, 509fb8211dbf9d6b7e000004, 732ff7279c0b4e9c25e85406f8e856d415ebc358, , BlockBreak, GRAVEL,2
