start_t,stop_t,server_id,player_a,player_b,key,meta,count
40320,40321, 509fb8211dbf9d6b7e000004, 0bafaacb9327be56d7585962e1a73f426d171870, f9fe97801c6a8ec4e7aa2509932d1d6e01886f62, KilledBy, ,1
40320,40321, 509fb8211dbf9d6b7e000004, 0bcb412958fcd818c02747c7be331798b3ee3e9f, , Logins, America/Phoenix,1
40320,40321, 509fb8211dbf9d6b7e000004, 0c69ebc1b241b798a2385d4c83393f1987c72c77, , Logins, America/Chicago,1
40320,40321, 509fb8211dbf9d6b7e000004, 0e6c8ef46d2524e4ac000e8e74ee63f36c3bc415, , Logins, America/New_York,1
40320,40321, 509fb8211dbf9d6b7e000004, 0ebc58b77e592cfee8b29c06727b91ce2524bb0e, , Logins, America/New_York,1
40320,40321, 509fb8211dbf9d6b7e000004, 10a9954b398222e17350b9d951214d9269e830c5, , Logins, America/Los_Angeles,1
40320,40321, 509fb8211dbf9d6b7e000004, 11a529166377f81b1ae5fdec38daa6dd9e88d161, , Logins, America/New_York,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, DIAMOND_BOOTS,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, DIAMOND_CHESTPLATE,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, DIAMOND_HELMET,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, DIAMOND_LEGGINGS,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, INK_SACK,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , CraftedItems, TORCH,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , Death, ,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, , Kicks, ,1
40320,40321, 509fb8211dbf9d6b7e000004, 12a3f65ebaa988dd0f216d8556a75036b02e3459, 307bca413dc8ba413d5c1a8eb01b61fbfc4e1996, KilledBy, ,1
